state,district,market,commodity,variety,min_price,modal_price
Kerala,Kozhikode(Calicut),Mukkom,Snakeguard,Snakeguard,1800,2000.0
Kerala,Kozhikode(Calicut),Mukkom,Tomato,Tomato,1200,1400.0
Kerala,Kozhikode(Calicut),Palayam,Bitter gourd,Bitter Gourd,2600,2700.0
Kerala,Malappuram,Perinthalmanna,Apple,Apple,9600,10000.0
Kerala,Malappuram,Perinthalmanna,Ashgourd,Ashgourd,1500,1800.0
Kerala,Malappuram,Perinthalmanna,Banana - Green,Banana - Green,4300,4600.0
Kerala,Malappuram,Perinthalmanna,Beetroot,Beetroot,2100,2400.0
Kerala,Malappuram,Perinthalmanna,Bhindi(Ladies Finger),Bhindi,3700,4000.0
Kerala,Malappuram,Perinthalmanna,Bitter gourd,Bitter Gourd,3800,4200.0
Kerala,Malappuram,Perinthalmanna,Black Gram (Urd Beans)(Whole),Black Gram (Whole),7500,8000.0
Kerala,Malappuram,Perinthalmanna,Bottle gourd,Bottle Gourd,1300,1500.0
Kerala,Malappuram,Perinthalmanna,Brinjal,Brinjal,2200,2400.0
Kerala,Malappuram,Perinthalmanna,Cabbage,Cabbage,1800,2000.0
Kerala,Malappuram,Perinthalmanna,Capsicum,Capsicum,6100,6500.0
Kerala,Malappuram,Perinthalmanna,Carrot,Carrot,4600,5000.0
Kerala,Malappuram,Perinthalmanna,Cauliflower,Cauliflower,6100,6500.0
Kerala,Malappuram,Perinthalmanna,Cowpea(Veg),Cowpea (Veg),3300,3600.0
Kerala,Malappuram,Perinthalmanna,Cucumbar(Kheera),Cucumbar,1700,1800.0
Kerala,Malappuram,Perinthalmanna,Drumstick,Drumstick,4600,5000.0
Kerala,Malappuram,Perinthalmanna,Garlic,Garlic,9600,10000.0
Kerala,Malappuram,Perinthalmanna,Ginger(Green),Green Ginger,13600,14000.0
Kerala,Malappuram,Perinthalmanna,Grapes,Black,5600,6000.0
Kerala,Malappuram,Perinthalmanna,Green Chilli,Green Chilly,4400,4800.0
Kerala,Malappuram,Perinthalmanna,Onion,Onion,1900,2200.0
Kerala,Malappuram,Perinthalmanna,Papaya,Papaya,2800,3000.0
Kerala,Malappuram,Perinthalmanna,Pineapple,Pine Apple,3700,4000.0
Kerala,Malappuram,Perinthalmanna,Potato,Potato,1900,2200.0
Kerala,Malappuram,Perinthalmanna,Pumpkin,Pumpkin,1800,2000.0
Kerala,Malappuram,Perinthalmanna,Snakeguard,Snakeguard,2500,2600.0
Kerala,Palakad,Other,Banana,Nendra Bale,2500,2800.0
Kerala,Palakad,Other,Banana,Palayamthodan,2000,2300.0
Kerala,Palakad,Other,Banana,Poovan,5200,5600.0
Kerala,Palakad,Other,Cucumbar(Kheera),Cucumbar,1000,1300.0
Kerala,Palakad,Other,Onion,Big,1900,2200.0
Kerala,Palakad,Palakkad,Amaranthus,Amaranthus,2400,2800.0
Kerala,Palakad,Palakkad,Arhar (Tur/Red Gram)(Whole),Arhar Dal(Tur),8800,9200.0
Kerala,Palakad,Palakkad,Ashgourd,Ashgourd,600,1000.0
Kerala,Palakad,Palakkad,Banana,Nendra Bale,3700,4300.0
Kerala,Palakad,Palakkad,Banana,Nendra Bale,3300,3900.0
Kerala,Palakad,Palakkad,Banana,Palayamthodan,3500,4100.0
Kerala,Palakad,Palakkad,Banana,Poovan,7000,7600.0
Kerala,Palakad,Palakkad,Beetroot,Beetroot,3000,3300.0
Kerala,Palakad,Palakkad,Bengal Gram(Gram)(Whole),Average (Whole),6400,6700.0
Kerala,Palakad,Palakkad,Bhindi(Ladies Finger),Bhindi,2800,3200.0
Kerala,Palakad,Palakkad,Bitter gourd,Bitter Gourd,2000,2300.0
Kerala,Palakad,Palakkad,Black Gram (Urd Beans)(Whole),Black Gram (Whole),8000,8300.0
Kerala,Palakad,Palakkad,Black Gram (Urd Beans)(Whole),Black Gram Dal,9200,9600.0
Kerala,Palakad,Palakkad,Bottle gourd,Bottle Gourd,1400,1800.0
Kerala,Palakad,Palakkad,Brinjal,Brinjal,2000,2400.0
Kerala,Palakad,Palakkad,Cabbage,Cabbage,2400,2800.0
Kerala,Palakad,Palakkad,Capsicum,Capsicum,6000,6600.0
Kerala,Palakad,Palakkad,Carrot,Carrot,6000,6600.0
Kerala,Palakad,Palakkad,Cauliflower,Cauliflower,3000,3300.0
Kerala,Palakad,Palakkad,Chili Red,Red,12200,12700.0
Kerala,Palakad,Palakkad,Cluster beans,Cluster Beans,2700,3000.0
Kerala,Palakad,Palakkad,Cowpea(Veg),Cowpea (Veg),2500,2800.0
Kerala,Palakad,Palakkad,Cucumbar(Kheera),Cucumbar,1000,1300.0
Kerala,Palakad,Palakkad,Drumstick,Drumstick,3500,3800.0
Kerala,Palakad,Palakkad,Garlic,Garlic,12000,12600.0
Kerala,Palakad,Palakkad,Ginger(Green),Green Ginger,14400,15000.0
Kerala,Palakad,Palakkad,Green Chilli,Green Chilly,2500,2800.0
Kerala,Palakad,Palakkad,Green Gram (Moong)(Whole),Green (Whole),8200,8600.0
Kerala,Palakad,Palakkad,Mango (Raw-Ripe),Mango - Raw-Ripe,4000,4300.0
Kerala,Palakad,Palakkad,Onion,Big,1800,2100.0
Kerala,Palakad,Palakkad,Pineapple,Pine Apple,4500,4800.0
Kerala,Palakad,Palakkad,Potato,Potato,2800,3100.0
Kerala,Palakad,Palakkad,Pumpkin,Pumpkin,1100,1400.0
Kerala,Palakad,Palakkad,Snakeguard,Snakeguard,1300,1600.0
Kerala,Palakad,Palakkad,Tomato,Tomato,2400,2800.0
Kerala,Palakad,Vadakkenchery,Arhar (Tur/Red Gram)(Whole),Arhar Dal(Tur),8800,9100.0
Kerala,Palakad,Vadakkenchery,Banana,Nendra Bale,4500,4750.0
Kerala,Palakad,Vadakkenchery,Banana,Palayamthodan,3200,3500.0
Kerala,Palakad,Vadakkenchery,Banana,Poovan,4000,4250.0
Kerala,Palakad,Vadakkenchery,Bengal Gram(Gram)(Whole),Average (Whole),6800,7100.0
Kerala,Palakad,Vadakkenchery,Black Gram (Urd Beans)(Whole),Black Gram (Whole),8500,8750.0
Kerala,Palakad,Vadakkenchery,Black Gram (Urd Beans)(Whole),Black Gram Dal,9500,9750.0
Kerala,Palakad,Vadakkenchery,Green Gram (Moong)(Whole),Green (Whole),8500,8750.0
Kerala,Palakad,Vadakkenchery,Onion,Big,2000,2250.0
Kerala,Thirssur,Other,Banana,Poovan,5000,5400.0
Kerala,Thirssur,Other,Banana,Robusta,3000,3500.0
Kerala,Thirssur,Other,Amaranthus,Amaranthus,1000,1100.0
Kerala,Thirssur,Other,Ashgourd,Ashgourd,500,550.0
Kerala,Thirssur,Other,Banana,Banana - Ripe,3800,3900.0
Kerala,Thirssur,Other,Banana,Palayamthodan,1800,1900.0
Kerala,Thirssur,Other,Banana,Robusta,2000,2100.0
Kerala,Thirssur,Other,Banana - Green,Banana - Green,3400,3500.0
Kerala,Thirssur,Other,Beetroot,Beetroot,2000,2100.0
Kerala,Thirssur,Wadakkanchery,Ashgourd,Ashgourd,1600,1800.0
Kerala,Thirssur,Wadakkanchery,Banana - Green,Banana - Green,5500,6000.0
Kerala,Thirssur,Wadakkanchery,Beetroot,Beetroot,3000,3500.0
Kerala,Thirssur,Wadakkanchery,Bhindi(Ladies Finger),Bhindi,3600,3800.0
Kerala,Thirssur,Wadakkanchery,Bitter gourd,Bitter Gourd,3500,4000.0
Kerala,Thirssur,Wadakkanchery,Brinjal,Brinjal,2000,2400.0
Kerala,Thirssur,Wadakkanchery,Cabbage,Cabbage,3200,3400.0
Kerala,Thirssur,Wadakkanchery,Carrot,Carrot,6500,7000.0
Kerala,Thirssur,Wadakkanchery,Coconut,Coconut,2800,3000.0
Kerala,Thirssur,Wadakkanchery,Cowpea(Veg),Cowpea (Veg),3200,3500.0
Kerala,Thirssur,Wadakkanchery,Cucumbar(Kheera),Cucumbar,1400,1600.0
Kerala,Thirssur,Wadakkanchery,Drumstick,Drumstick,5000,5500.0
Kerala,Thirssur,Wadakkanchery,Ginger(Green),Green Ginger,1800,1900.0
Kerala,Thirssur,Wadakkanchery,Green Chilli,Green Chilly,3500,3800.0
Kerala,Thirssur,Wadakkanchery,Onion,Onion,2200,2400.0
Kerala,Thirssur,Wadakkanchery,Potato,Potato,2600,2800.0
Kerala,Thirssur,Wadakkanchery,Pumpkin,Pumpkin,1800,2000.0
Kerala,Thirssur,Wadakkanchery,Snakeguard,Snakeguard,2400,2600.0
Kerala,Thirssur,Wadakkanchery,Tomato,Tomato,3500,4000.0
Kerala,Thiruvananthapuram,Attingal,Banana,Nendra Bale,4000,4500.0
Kerala,Thiruvananthapuram,Attingal,Cowpea(Veg),Cowpea (Veg),5500,6000.0
Kerala,Thiruvananthapuram,Chala,Amaranthus,Amaranthus,2700,2720.0
Kerala,Thiruvananthapuram,Chala,Banana,Banana - Ripe,4500,4523.0
Kerala,Thiruvananthapuram,Chala,Banana,Palayamthodan,3700,3720.0
Kerala,Thiruvananthapuram,Chala,Banana,Poovan,4500,4526.0
Kerala,Thiruvananthapuram,Chala,Banana,Robusta,3300,3324.0
Kerala,Thiruvananthapuram,Chala,Bottle gourd,Bottle Gourd,2300,2325.0
Kerala,Thiruvananthapuram,Chala,Capsicum,Capsicum,7700,7720.0
Kerala,Thiruvananthapuram,Chala,Grapes,Black,15000,15050.0
Kerala,Thiruvananthapuram,Chala,Green Chilli,Green Chilly,4700,4721.0
Kerala,Thiruvananthapuram,Chala,Onion,Big,2300,2321.0
Kerala,Thiruvananthapuram,Chala,Onion,Onion,6800,6827.0
Kerala,Thiruvananthapuram,Other,Banana,Nendra Bale,2000,2800.0
Kerala,Thiruvananthapuram,Other,Banana,Nendra Bale,4000,4100.0
Kerala,Thiruvananthapuram,Other,Banana,Nendra Bale,3200,3500.0
Kerala,Thiruvananthapuram,Other,Banana,Palayamthodan,3300,3400.0
Kerala,Thiruvananthapuram,Other,Banana,Palayamthodan,3000,3100.0
Kerala,Thiruvananthapuram,Other,Banana,Palayamthodan,2700,2800.0
Kerala,Thiruvananthapuram,Other,Banana,Poovan,6300,6400.0
Kerala,Thiruvananthapuram,Other,Banana,Poovan,6000,6100.0
Kerala,Thiruvananthapuram,Other,Banana,Poovan,5700,5800.0
Kerala,Thiruvananthapuram,Other,Banana,Robusta,2500,2600.0
Kerala,Thiruvananthapuram,Other,Banana,Robusta,2200,2300.0
Kerala,Thiruvananthapuram,Other,Banana,Robusta,2800,2900.0
Kerala,Thiruvananthapuram,Neyyatinkara,Amaranthus,Amaranthus,4600,4800.0
Kerala,Thiruvananthapuram,Neyyatinkara,Banana - Green,Banana - Green,4600,4800.0
Kerala,Thiruvananthapuram,Neyyatinkara,Beetroot,Beetroot,2600,2800.0
Kerala,Thiruvananthapuram,Neyyatinkara,Bhindi(Ladies Finger),Bhindi,2300,2400.0
Kerala,Thiruvananthapuram,Neyyatinkara,Bitter gourd,Bitter Gourd,2600,2800.0
Kerala,Thiruvananthapuram,Neyyatinkara,Brinjal,Brinjal,2300,2400.0
Kerala,Thiruvananthapuram,Neyyatinkara,Coriander(Leaves),Coriander,6500,6700.0
Kerala,Thiruvananthapuram,Neyyatinkara,Cucumbar(Kheera),Cucumbar,1600,1800.0
Kerala,Thiruvananthapuram,Neyyatinkara,Drumstick,Drumstick,1600,1800.0
Kerala,Thiruvananthapuram,Neyyatinkara,Green Chilli,Green Chilly,3300,3400.0
Kerala,Thiruvananthapuram,Neyyatinkara,Tomato,Tomato,2300,2400.0
Kerala,Wayanad,Other,Ginger(Green),Green Ginger,11300,11400.0
Kerala,Wayanad,Other,Green Chilli,Green Chilly,2800,2900.0
Kerala,Wayanad,Other,Bitter gourd,Bitter Gourd,2600,2700.0
Kerala,Wayanad,Other,Cowpea(Veg),Cowpea (Veg),2700,2800.0
Madhya Pradesh,Other,Other,Green Chilli,Green Chilly,700,800.0
Madhya Pradesh,Other,Other,Onion,Onion,800,900.0
Madhya Pradesh,Other,Other,Tomato,Deshi,800,900.0
Madhya Pradesh,Other,Other,Linseed,Linseed,3900,3900.0
Madhya Pradesh,Badwani,Other,Jowar(Sorghum),Jowar ( White),2000,2000.0
Madhya Pradesh,Badwani,Other,Wheat,Lokwan,1860,1860.0
Madhya Pradesh,Badwani,Other,Wheat,Lokwan,1850,1855.0
Madhya Pradesh,Badwani,Other,Bhindi(Ladies Finger),Bhindi,500,600.0
Madhya Pradesh,Badwani,Other,Bottle gourd,Bottle Gourd,600,650.0
Madhya Pradesh,Badwani,Other,Brinjal,Brinjal,500,600.0
Madhya Pradesh,Badwani,Other,Cabbage,Cabbage,600,700.0
Madhya Pradesh,Badwani,Other,Cauliflower,Cauliflower,650,700.0
Madhya Pradesh,Badwani,Other,Maize,Hybrid,1800,1825.0
Madhya Pradesh,Badwani,Other,Soyabean,Yellow,3370,3385.0
Madhya Pradesh,Badwani,Other,Tomato,Tomato,600,750.0
Madhya Pradesh,Other,Other,Paddy(Dhan)(Common),Common,1443,1513.0
Madhya Pradesh,Other,Other,Paddy(Dhan)(Common),Common,1750,1800.0
Madhya Pradesh,Other,Other,Arhar Dal(Tur Dal),Arhar Dal(Tur),3200,5001.0
Madhya Pradesh,Other,Other,Bengal Gram(Gram)(Whole),Desi (Whole),3400,3790.0
Madhya Pradesh,Other,Other,Jowar(Sorghum),Jowar ( White),1603,1603.0
Madhya Pradesh,Other,Other,Lentil (Masur)(Whole),Masoor Gola,3639,3639.0
Madhya Pradesh,Other,Other,Soyabean,Yellow,2801,3475.0
Madhya Pradesh,Other,Other,Wheat,Lokwan,1990,2011.0
Madhya Pradesh,Other,Other,Masur Dal,Kala Masoor New,3800,3825.0
Madhya Pradesh,Other,Other,Brinjal,Arkasheela Mattigulla,1600,2200.0
Madhya Pradesh,Other,Other,Ginger(Dry),Hybrid,6000,8000.0
Madhya Pradesh,Other,Other,Lemon,Lemon,2000,3000.0
Madhya Pradesh,Other,Other,Onion,Local,400,700.0
Madhya Pradesh,Other,Other,Potato,Jyoti,400,800.0
Madhya Pradesh,Other,Other,Tomato,Hybrid,1000,1800.0
Madhya Pradesh,Chhindwara,Other,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),4700,4700.0
Madhya Pradesh,Chhindwara,Other,Bengal Gram(Gram)(Whole),Desi (Whole),3600,3700.0
Madhya Pradesh,Chhindwara,Other,Maize,Yellow,2235,2250.0
Madhya Pradesh,Chhindwara,Other,Bhindi(Ladies Finger),Bhindi,900,1000.0
Madhya Pradesh,Chhindwara,Other,Bitter gourd,Bitter Gourd,1400,1500.0
Madhya Pradesh,Chhindwara,Other,Brinjal,Brinjal,1000,1100.0
Madhya Pradesh,Chhindwara,Other,Cauliflower,Cauliflower,700,800.0
Madhya Pradesh,Chhindwara,Other,Green Chilli,Green Chilly,3400,3500.0
Madhya Pradesh,Chhindwara,Other,Guar,Gwar,700,800.0
Madhya Pradesh,Chhindwara,Other,Onion,Onion,900,1000.0
Madhya Pradesh,Chhindwara,Other,Potato,Potato,800,900.0
Madhya Pradesh,Chhindwara,Other,Pumpkin,Pumpkin,400,500.0
Madhya Pradesh,Chhindwara,Other,Spinach,Spinach,700,800.0
Madhya Pradesh,Chhindwara,Other,Sponge gourd,Sponge gourd,1400,1500.0
Madhya Pradesh,Chhindwara,Other,Tinda,Tinda,1050,1080.0
Madhya Pradesh,Chhindwara,Other,Tomato,Tomato,1800,2000.0
Madhya Pradesh,Other,Other,Black Gram (Urd Beans)(Whole),Black Gram Dal,3040,3440.0
Madhya Pradesh,Other,Other,Lentil (Masur)(Whole),Masur Dal,3815,3950.0
Madhya Pradesh,Other,Other,Mustard,Mustard,3040,3175.0
Madhya Pradesh,Other,Other,Soyabean,Yellow,3225,3455.0
Madhya Pradesh,Dewas,Other,Bhindi(Ladies Finger),Bhindi,600,700.0
Madhya Pradesh,Dewas,Other,Brinjal,Brinjal,500,600.0
Madhya Pradesh,Dewas,Other,Cabbage,Cabbage,700,800.0
Madhya Pradesh,Dewas,Other,Cauliflower,Cauliflower,800,900.0
Madhya Pradesh,Dewas,Other,Garlic,Garlic,2100,2200.0
Madhya Pradesh,Dewas,Other,Onion,Onion,700,1000.0
Madhya Pradesh,Dewas,Other,Potato,Potato,600,800.0
Madhya Pradesh,Dewas,Other,Tomato,Tomato,1900,2000.0
Madhya Pradesh,Dewas,Other,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),4500,5201.0
Madhya Pradesh,Dewas,Other,Mustard,Mustard,3100,3257.0
Madhya Pradesh,Dewas,Other,Soyabean,Soyabeen,2600,3300.0
Madhya Pradesh,Dewas,Other,Bengal Gram(Gram)(Whole),Desi (Whole),3550,3950.0
Madhya Pradesh,Dewas,Other,Lentil (Masur)(Whole),Masur Dal,3300,3350.0
Madhya Pradesh,Dewas,Other,Soyabean,Yellow,3000,3460.0
Madhya Pradesh,Dhar,Other,Soyabean,Yellow,2200,3520.0
Madhya Pradesh,Dhar,Other,Maize,Yellow,2030,2030.0
Madhya Pradesh,Dhar,Other,Soyabean,Yellow,2722,3530.0
Madhya Pradesh,Dhar,Other,Wheat,Lokwan,1930,2030.0
Madhya Pradesh,Dhar,Other,Bhindi(Ladies Finger),Bhindi,600,800.0
Madhya Pradesh,Dhar,Other,Bitter gourd,Bitter Gourd,1000,1500.0
Madhya Pradesh,Dhar,Other,Bottle gourd,Bottle Gourd,200,300.0
Madhya Pradesh,Dhar,Other,Brinjal,Brinjal,400,600.0
Madhya Pradesh,Dhar,Other,Coriander(Leaves),Coriander,3000,4000.0
Madhya Pradesh,Dhar,Other,Garlic,Garlic,2000,3000.0
Madhya Pradesh,Dhar,Other,Green Chilli,Green Chilly,1500,2000.0
Madhya Pradesh,Dhar,Other,Guar,Gwar,1000,1200.0
Madhya Pradesh,Dhar,Other,Onion,Onion,400,600.0
Madhya Pradesh,Dhar,Other,Potato,Potato,500,700.0
Madhya Pradesh,Dhar,Other,Tomato,Tomato,1000,1500.0
Madhya Pradesh,Dhar,Other,Bhindi(Ladies Finger),Bhindi,1000,1500.0
Madhya Pradesh,Dhar,Other,Bottle gourd,Bottle Gourd,1500,2000.0
Madhya Pradesh,Dhar,Other,Brinjal,Brinjal,600,800.0
Madhya Pradesh,Dhar,Other,Cauliflower,Local,2500,3000.0
Madhya Pradesh,Dhar,Other,Coriander(Leaves),Coriander,3500,4000.0
Madhya Pradesh,Dhar,Other,Green Chilli,Green Chilly,1500,2850.0
Madhya Pradesh,Dhar,Other,Potato,Potato,600,640.0
Madhya Pradesh,Dhar,Other,Tomato,Tomato,1500,2000.0
Madhya Pradesh,Other,Other,Maize,Local,1800,1800.0
Madhya Pradesh,Other,Other,Paddy(Dhan)(Common),Paddy,1751,1751.0
Madhya Pradesh,Indore,Other,Garlic,Desi,2000,5500.0
Madhya Pradesh,Indore,Other,Green Chilli,Green Chilly,1500,2500.0
Madhya Pradesh,Indore,Other,Onion,Onion,300,900.0
Madhya Pradesh,Indore,Other,Potato,Desi,400,700.0
Madhya Pradesh,Indore,Other,Tomato,Deshi,2500,3200.0
Madhya Pradesh,Indore,Other,Coriander(Leaves),Coriander,1950,1975.0
Madhya Pradesh,Indore,Other,Pumpkin,Pumpkin,800,825.0
Madhya Pradesh,Indore,Other,Soyabean,Yellow,3425,3475.0
Madhya Pradesh,Indore,Other,Sponge gourd,Sponge gourd,900,950.0
Madhya Pradesh,Jabalpur,Other,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),4645,5045.0
Madhya Pradesh,Jabalpur,Other,Bengal Gram(Gram)(Whole),Desi (Whole),3760,3860.0
Madhya Pradesh,Jabalpur,Other,Black Gram (Urd Beans)(Whole),Black Gram (Whole),4690,4880.0
Madhya Pradesh,Jabalpur,Other,Green Gram (Moong)(Whole),Green (Whole),5130,5350.0
Madhya Pradesh,Jabalpur,Other,Lentil (Masur)(Whole),Kala Masoor New,3760,3880.0
Madhya Pradesh,Jabalpur,Other,Peas(Dry),Peas(Dry),4400,4690.0
Madhya Pradesh,Jabalpur,Other,Green Chilli,Green Chilly,800,1000.0
Madhya Pradesh,Jabalpur,Other,Onion,Local,610,800.0
Madhya Pradesh,Jabalpur,Other,Potato,Desi,645,800.0
Madhya Pradesh,Jabalpur,Other,Tomato,Deshi,630,800.0
Madhya Pradesh,Jhabua,Other,Brinjal,Brinjal,400,500.0
Madhya Pradesh,Jhabua,Other,Cabbage,Cabbage,700,750.0
Madhya Pradesh,Jhabua,Other,Cauliflower,Local,1400,1400.0
Madhya Pradesh,Jhabua,Other,Cluster beans,Cluster Beans,400,450.0
Madhya Pradesh,Jhabua,Other,Potato,Potato,700,750.0
Madhya Pradesh,Jhabua,Other,Bhindi(Ladies Finger),Bhindi,1600,1700.0
Madhya Pradesh,Jhabua,Other,Bottle gourd,Bottle Gourd,1400,1500.0
Madhya Pradesh,Jhabua,Other,Brinjal,Brinjal,1400,1500.0
Madhya Pradesh,Jhabua,Other,Cabbage,Cabbage,1300,1400.0
Madhya Pradesh,Jhabua,Other,Cauliflower,Cauliflower,1500,1600.0
Madhya Pradesh,Jhabua,Other,Green Gram (Moong)(Whole),Local,4100,4100.0
Madhya Pradesh,Jhabua,Other,Spinach,Spinach,1400,1500.0
Madhya Pradesh,Jhabua,Other,Tomato,Deshi,1900,2000.0
Madhya Pradesh,Jhabua,Other,Wheat,147 Average,1850,1950.0
Madhya Pradesh,Other,Other,Bitter gourd,Bitter Gourd,1100,1500.0
Madhya Pradesh,Other,Other,Bottle gourd,Bottle Gourd,600,700.0
Madhya Pradesh,Other,Other,Cabbage,Cabbage,600,700.0
Madhya Pradesh,Other,Other,Guar,Gwar,800,1000.0
Madhya Pradesh,Other,Other,Pumpkin,Pumpkin,500,640.0
Madhya Pradesh,Other,Other,Tomato,Deshi,2100,2200.0
Madhya Pradesh,Khargone,Other,Bengal Gram(Gram)(Whole),Desi (Whole),3725,3725.0
Madhya Pradesh,Khargone,Other,Green Gram (Moong)(Whole),Green (Whole),4500,4500.0
Madhya Pradesh,Khargone,Other,Soyabean,Yellow,3295,3295.0
Madhya Pradesh,Khargone,Other,Wheat,Lokwan,1973,1975.0
Madhya Pradesh,Khargone,Other,Bengal Gram(Gram)(Whole),Bengal Gram Dal,3866,3881.0
Madhya Pradesh,Khargone,Other,Wheat,Lokwan,1993,2031.0
Madhya Pradesh,Khargone,Other,Wheat,Local,1980,2050.0
Madhya Pradesh,Khargone,Other,Bengal Gram(Gram)(Whole),Desi (Whole),3601,3740.0
Madhya Pradesh,Khargone,Other,Soyabean,Soyabeen,3300,3300.0
Madhya Pradesh,Other,Other,Lentil (Masur)(Whole),Masoor Gola,3940,3952.0
Madhya Pradesh,Other,Other,Mustard,Mustard,3175,3410.0
Madhya Pradesh,Other,Other,Peas(Dry),Peas(Dry),3610,3625.0
Madhya Pradesh,Mandsaur,Other,Onion,Onion,400,840.0
Madhya Pradesh,Mandsaur,Other,Wheat,147 Average,1900,1950.0
Madhya Pradesh,Mandsaur,Other,Garlic,Average,2400,4000.0
Madhya Pradesh,Mandsaur,Other,Mustard,Mustard,3370,3500.0
Madhya Pradesh,Mandsaur,Other,Soyabean,Soyabeen,3190,3425.0
Madhya Pradesh,Mandsaur,Other,Wheat,147 Average,1820,1950.0
Madhya Pradesh,Other,Other,Bhindi(Ladies Finger),Bhindi,1000,1000.0
Madhya Pradesh,Other,Other,Green Chilli,Green Chilly,1500,1500.0
Madhya Pradesh,Other,Other,Potato,Potato,300,300.0
Madhya Pradesh,Other,Other,Bajra(Pearl Millet/Cumbu),Local,1801,1809.0
Madhya Pradesh,Other,Other,Mustard,Mustard,3655,3671.0
Madhya Pradesh,Neemuch,Neemuch,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),4425,4700.0
Madhya Pradesh,Neemuch,Neemuch,Barley (Jau),Deshi,1301,1600.0
Madhya Pradesh,Neemuch,Neemuch,Bengal Gram(Gram)(Whole),Desi (Whole),3500,3750.0
Madhya Pradesh,Neemuch,Neemuch,Black Gram (Urd Beans)(Whole),Desi,3200,4200.0
Madhya Pradesh,Neemuch,Neemuch,Garlic,Desi,2000,6000.0
Madhya Pradesh,Neemuch,Neemuch,Lentil (Masur)(Whole),Masoor Gola,3700,3825.0
Madhya Pradesh,Neemuch,Neemuch,Linseed,Linseed,4200,4650.0
Madhya Pradesh,Neemuch,Neemuch,Onion,Medium,400,900.0
Madhya Pradesh,Neemuch,Neemuch,"Sesamum(Sesame,Gingelly,Til)",White,8200,9500.0
Madhya Pradesh,Neemuch,Neemuch,Soyabean,Yellow,3120,3450.0
Madhya Pradesh,Neemuch,Neemuch,Wheat,147 Average,1950,1990.0
Madhya Pradesh,Other,Other,Mustard,Mustard,3390,3400.0
Madhya Pradesh,Other,Other,Wheat,Deshi,1825,1830.0
Madhya Pradesh,Other,Other,Soyabean,Yellow,3450,3450.0
Madhya Pradesh,Other,Other,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),5000,5450.0
Madhya Pradesh,Other,Other,Beans,Local,3200,3460.0
Madhya Pradesh,Other,Other,Green Gram (Moong)(Whole),Medium,5000,5500.0
Madhya Pradesh,Other,Other,Lentil (Masur)(Whole),Masur Dal,3850,3975.0
Madhya Pradesh,Other,Other,Wheat,Lokwan,1820,1900.0
Madhya Pradesh,Rajgarh,Other,Brinjal,Arkasheela Mattigulla,700,750.0
Madhya Pradesh,Rajgarh,Other,Cabbage,Cabbage,550,620.0
Madhya Pradesh,Rajgarh,Other,Ginger(Green),Green Ginger,7500,8500.0
Madhya Pradesh,Rajgarh,Other,Green Chilli,Green Chilly,3000,4000.0
Madhya Pradesh,Rajgarh,Other,Onion,1st Sort,500,650.0
Madhya Pradesh,Rajgarh,Other,Tomato,Deshi,1000,1250.0
Madhya Pradesh,Rajgarh,Other,Wheat,147 Average,1949,1950.0
Madhya Pradesh,Rajgarh,Other,Maize,Yellow,1925,1952.0
Madhya Pradesh,Rajgarh,Other,Soyabean,Yellow,3400,3450.0
Madhya Pradesh,Rajgarh,Other,Wheat,Deshi,1931,1949.0
Madhya Pradesh,Rajgarh,Other,Ginger(Green),Green Ginger,7700,7900.0
Madhya Pradesh,Rajgarh,Other,Mustard,Sarson(Black),3100,3200.0
Madhya Pradesh,Rajgarh,Other,Soyabean,Yellow,3200,3400.0
Madhya Pradesh,Rajgarh,Other,Wheat,147 Average,1900,1990.0
Madhya Pradesh,Ratlam,Other,Soyabean,Yellow,3250,3505.0
Madhya Pradesh,Ratlam,Other,Soyabean,Soyabeen,3430,3485.0
Madhya Pradesh,Ratlam,Other,Wheat,Medium,1890,1957.0
Madhya Pradesh,Other,Other,Bengal Gram(Gram)(Whole),Desi (Whole),2951,3840.0
Madhya Pradesh,Other,Other,Black Gram (Urd Beans)(Whole),Black Gram (Whole),2905,2905.0
Madhya Pradesh,Other,Other,Lentil (Masur)(Whole),Masoor Gola,2250,3860.0
Madhya Pradesh,Other,Other,Soyabean,Yellow,2555,3360.0
Madhya Pradesh,Sehore,Other,Black Gram (Urd Beans)(Whole),Local,3900,3900.0
Madhya Pradesh,Sehore,Other,Soyabean,Yellow,2252,3530.0
Madhya Pradesh,Shajapur,Other,Lentil (Masur)(Whole),Masoor Gola,3640,3987.0
Madhya Pradesh,Shajapur,Other,Soyabean,Yellow,3100,3450.0
Madhya Pradesh,Shajapur,Other,Wheat,Lokwan,1746,1857.0
Madhya Pradesh,Sheopur,Other,Black Gram (Urd Beans)(Whole),Black Gram (Whole),3300,3715.0
Madhya Pradesh,Sheopur,Other,Green Gram (Moong)(Whole),Local,5890,5890.0
Madhya Pradesh,Sheopur,Other,Methi Seeds,Medium,3752,3752.0
Madhya Pradesh,Sheopur,Other,Mustard,Mustard,3535,3642.0
Madhya Pradesh,Sheopur,Other,"Sesamum(Sesame,Gingelly,Til)",White,9500,9500.0
